field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
billing_surgeon4,billing,,dropdown,Surgeon,"1, Achor, Tim (MD) (8060 - Z99125) | 41, Amor, Courtney (MD) | 50, Borden, Tim (MD) | 2, Brinker, Mark (MD) | 3, Burgess, Andrew (MD) (8072 - Z99300) | 47, Camarillo, Randal (MD) | 4, Choo, Andrew (MD) (8069 - Z99874) | 5, Clyburn, Terry (MD) (8003 - B21909) | 45, Conrad, Ernest (MD) | 6, Crawford, Lindsay (MD) (8139 - Z99925) | 31, Dodwad, Shah (MD) | 62, Eastman, Jon (MD) | 58, English, D. Ian (MD) | 7, Fullick, Robert (MD) (8084 - Z99477) | 8, Gary, Josh (MD) (8079 - Z99385) | 49, Greaser, Michael (MD) | 53, Gregory, Bonnie (MD) | 9, Harvin, William (MD) (8129 - Z99842) | 32, Kellam, James (MD) | 10, Koepplinger, Matthew (MD) (8088 - I32133) | 54, Lador, Ran (MD) | 11, Levaro, Fernando (MD) | 12, Lowe, Walter (MD) (8061 - C18565) | 13, Mansour, Alfred (MD) | 39, Mansour, Ashton (MD) | 14, Marco, Rex (MD) (8032 - H23434) | 15, Martin, Stacey (MD) (8104 - Z99619) | 16, McGarvey, William (MD) (8007 - F92335) | 38, Meeks, Evan (MD) | 51, Mundluru, Surya (MD) | 17, Munz, John (MD) (8080 - Z99394) | 18, Prasarn, Mark (MD) (8081 - Z99428) | 19, Routt, Chip (MD) (8122 - A06385) | 40, Schroder, Steven (MD) | 48, Shaw, James (MD) | 33, Taylor, Ryan (MD) | 37, Tinubu, Jide (MD) | 36, Tissue, Camden (MD) | 60, Torres-Barre, Laura (MD) | 52, Traver, Jessica (MD) | 35, Warner, Stephen (MD) | 30, Woerner, Kyle (MD) | 46, Worsham, Jacob (MD) | 20, Younas, Shiraz (MD) (32673 - Z99120) | 57, Aldridge, Alexandra (PA) | 29, Bonner, Lee (PA) | 25, Brown, Tami (PA) (Choo/Harvin) | 21, Cockerham, Amy (PA) (Routt/Burgess) | 26, Ewton, Tiffany (PA) | 44, Gonzales, Joannah (PA) | 23, Hansen, Denise (Achor) (PA) | 24, Kelly, Jeana (PA) (Munz) | 22, Lively, Audrey (PA) (Gary) | 42, Lukose, Reeju (PA) | 56, Ruygrok, Bryan (PA) | 43, Pinkley, Allison (PA) | 61, Sabbara, Robert (NP) | 55, Sandifer, Heather (PA) | 28, Sirman, Kimberley (PA) | 59, Weir, Caroline (PA) | 27, Wong, See-Long (PA) | 34, Yazdani, Christina (PA)",,,,,,"[billing_date4] <> """"",y,,,,,
assistant4,billing,,dropdown,Assistant:,"8, Resident (MD) | 9, Fellow (MD) | 55, Borden, Tim (MD) | 43, Camarillo, Randall (MD) | 46, Conrad, Ernest (MD) | 57, Crawford, Lindsay (MD) | 72, Eastman, Jon (MD) | 68, English, D. Ian (MD) | 51, Greaser, Michael (MD) | 44, Harvin, William (MD) | 65, Lador, Ran (MD) | 53, Mansour, Alfred (MD) | 54, Mansour, Ashton (MD) | 52, McGarvey, William (MD) | 16, Meeks, Evan (MD) | 56, Mundluru, Surya (MD) | 50, Shaw, James (MD) | 10, Taylor, Ryan (MD) | 70, Torres-Barre, Laura (MD) | 58, Traver, Jessica (MD) | 47, Worsham, Jacob (MD) | 67, Aldridge, Alexandra (PA) | 60, Alexander, Marlon (PA) | 1, Amy (Routt/Burgess) | 7, Bonner, Lee (PA) | 49, Brady, Caitlin (PA) | 3, Denise (Achor) | 6, Ewton, Tiffany (PA) | 45, Gonzales, Joannah (PA) | 4, Jeana (Munz) | 5, Leonard, Tami (PA) | 2, Lively, Audrey (PA) | 12, Lukose, Reeju (PA) | 14, Lukose, Reeju (PA) | 63, Park, Briana (PA) | 62, Patrick, Kristina (NP) | 42, Pinkley, Allison (PA) | 59, Rodrigues, Lauren (PA) | 66, Ruygrok, Bryan (PA) | 71, Sabbara, Robert (NP) | 48, Salinas, Rure (PA) | 64, Sandifer, Heather (PA) | 11, Sirman, Kimberley (PA) | 61, Stekier, Stephanie (PA) | 69, Weir, Caroline (PA) | 13, Wong, See-Long (NP) | 34, Yazdani, Christina (PA) | 15, Young, Jeff (PA)",,,,,,"[billing_date4] <> """"",,,,,,
site4,billing,,radio,Site:,"1, Southwest | 2, Northwest | 3, MHH-Texas Medical Center | 4, Memorial City | 5, MHOSH | 6, TMC Surgery Center | 7, LBJ | 8, TIRR | 9, MHH-Sugarland | 10, Texas Children's | 11, MHH Children's | 12, MHH Katy | 13, MHH Southeast | 14, MHH Pearland | 15, MHH The Woodlands","Where did service(s) take place?",,,,,"[billing_date4] <> """"",,LH,,,,
billingmatrix4,billing,,text,"<table class='inputmatrix' style='width:100%;'>
<tr>
<th></th>
<th>ICD-9 [billing_date4] -- #4</th>
<th>CPT</th>
<th>Surgeon Modifier</th>
<th>Assistant Modifier</th>
</tr>
<tr>
<th>1) </th>
<td>billing_diagnosis4</td>
<td>billing_procedure4</td>
<td>billing_modifier4</td>
<td>billing_modifier4a</td>
</tr>
<tr>
<th>2) </th>
<td>billing_diagnosis4_2</td>
<td>billing_procedure4_2</td>
<td>billing_modifier4_2</td>
<td>billing_modifier4_2a</td>
</tr>
<tr>
<th>3) </th>
<td>billing_diagnosis4_3</td>
<td>billing_procedure4_3</td>
<td>billing_modifier4_3</td>
<td>billing_modifier4_3a</td>
</tr>
<tr>
<th>4) </th>
<td>billing_diagnosis4_4</td>
<td>billing_procedure4_4</td>
<td>billing_modifier4_4</td>
<td>billing_modifier4_4a</td>
</tr>
<tr>
<th>5) </th>
<td>billing_diagnosis4_5</td>
<td>billing_procedure4_5</td>
<td>billing_modifier4_5</td>
<td>billing_modifier4_5a</td>
</tr>
<tr>
<th>6) </th>
<td>billing_diagnosis4_6</td>
<td>billing_procedure4_6</td>
<td>billing_modifier4_6</td>
<td>billing_modifier4_6a</td>
</tr>
<tr>
<th>7) </th>
<td>billing_diagnosis4_7</td>
<td>billing_procedure4_7</td>
<td>billing_modifier4_7</td>
<td>billing_modifier4_7a</td>
</tr>
<tr>
<th>8) </th>
<td>billing_diagnosis4_8</td>
<td>billing_procedure4_8</td>
<td>billing_modifier4_8</td>
<td>billing_modifier4_8a</td>
</tr>
<tr>
<th>9) </th>
<td>billing_diagnosis4_9</td>
<td>billing_procedure4_9</td>
<td>billing_modifier4_9</td>
<td>billing_modifier4_9a</td>
</tr>
<tr>
<th>10) </th>
<td>billing_diagnosis4_10</td>
<td>billing_procedure4_10</td>
<td>billing_modifier4_10</td>
<td>billing_modifier4_10a</td>
</tr>
<tr>
<th>11) </th>
<td>billing_diagnosis4_11</td>
<td>billing_procedure4_11</td>
<td>billing_modifier4_11</td>
<td>billing_modifier4_11a</td>
</tr>
<tr>
<th>12) </th>
<td>billing_diagnosis4_12</td>
<td>billing_procedure4_12</td>
<td>billing_modifier4_12</td>
<td>billing_modifier4_12a</td>
</tr>
<tr>
<th>13) </th>
<td>billing_diagnosis4_13</td>
<td>billing_procedure4_13</td>
<td>billing_modifier4_13</td>
<td>billing_modifier4_13a</td>
</tr>
<tr>
<th>14) </th>
<td>billing_diagnosis4_14</td>
<td>billing_procedure4_14</td>
<td>billing_modifier4_14</td>
<td>billing_modifier4_14a</td>
</tr>
<tr>
<th>15) </th>
<td>billing_diagnosis4_15</td>
<td>billing_procedure4_15</td>
<td>billing_modifier4_15</td>
<td>billing_modifier4_15a</td>
</tr>
</table>",,@INPUTMATRIX,,,,,"[billing_date4] <> """"",,,,,,
billing_diagnosis4,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_2,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_3,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_4,billing,,text,"Diagnosis (ICD-9)
",,,,,,,,,,,,,
billing_diagnosis4_5,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_6,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_7,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_8,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis4_9,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis4_10,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis4_11,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis4_12,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis4_13,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis4_14,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis4_15,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_procedure4,billing,,text,"<span style=""color:#000FDA;"">[billing_date4] (1) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4,billing,,text,"Modifier(s) to [billing_procedure4]",,,,,,,,,,,,,
billing_modifier4a,billing,,text,"Modifier(s) to [billing_procedure4]",,,,,,,,,,,,,
billing_procedure4_2,billing,,text,"<span style=color:#000FDA>[billing_date4] (2) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_2,billing,,text,"Modifier(s) to [billing_procedure4_2]",,,,,,,,,,,,,
billing_modifier4_2a,billing,,text,"Modifier(s) to [billing_procedure4_2]",,,,,,,,,,,,,
billing_procedure4_3,billing,,text,"<span style=color:#000FDA>[billing_date4] (3) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_3,billing,,text,"Modifier(s) to [billing_procedure4_3]",,,,,,,,,,,,,
billing_modifier4_3a,billing,,text,"Modifier(s) to [billing_procedure4_3]",,,,,,,,,,,,,
billing_procedure4_4,billing,,text,"<span style=color:#000FDA>[billing_date4] (4) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_4,billing,,text,"Modifier(s) to [billing_procedure4_4]",,,,,,,,,,,,,
billing_modifier4_4a,billing,,text,"Modifier(s) to [billing_procedure4_4]",,,,,,,,,,,,,
billing_procedure4_5,billing,,text,"<span style=color:#000FDA>[billing_date4] (5) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_5,billing,,text,"Modifier(s) to [billing_procedure4_5]",,,,,,,,,,,,,
billing_modifier4_5a,billing,,text,"Modifier(s) to [billing_procedure4_5]",,,,,,,,,,,,,
billing_procedure4_6,billing,,text,"<span style=color:#000FDA>[billing_date4] (6) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_6,billing,,text,"Modifier(s) to [billing_procedure4_6]",,,,,,,,,,,,,
billing_modifier4_6a,billing,,text,"Modifier(s) to [billing_procedure4_6]",,,,,,,,,,,,,
billing_procedure4_7,billing,,text,"<span style=color:#000FDA>[billing_date4] (7) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_7,billing,,text,"Modifier(s) to [billing_procedure4_7]",,,,,,,,,,,,,
billing_modifier4_7a,billing,,text,"Modifier(s) to [billing_procedure4_7]",,,,,,,,,,,,,
billing_procedure4_8,billing,,text,"<span style=color:#000FDA>[billing_date4] (8) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_8,billing,,text,"Modifier(s) to [billing_procedure4_8]",,,,,,,,,,,,,
billing_modifier4_8a,billing,,text,"Modifier(s) to [billing_procedure4_8]",,,,,,,,,,,,,
billing_procedure4_9,billing,,text,"<span style=color:#000FDA>[billing_date4] (9) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_9,billing,,text,"Modifier(s) to [billing_procedure4_9]",,,,,,,,,,,,,
billing_modifier4_9a,billing,,text,"Modifier(s) to [billing_procedure4_9]",,,,,,,,,,,,,
billing_procedure4_10,billing,,text,"<span style=color:#000FDA>[billing_date4] (10) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_10,billing,,text,"Modifier(s) to [billing_procedure4_10]",,,,,,,,,,,,,
billing_modifier4_10a,billing,,text,"Modifier(s) to [billing_procedure4_10]",,,,,,,,,,,,,
billing_procedure4_11,billing,,text,"<span style=color:#000FDA>[billing_date4] (11) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_11,billing,,text,"Modifier(s) to [billing_procedure4_11]",,,,,,,,,,,,,
billing_modifier4_11a,billing,,text,"Modifier(s) to [billing_procedure4_11]",,,,,,,,,,,,,
billing_procedure4_12,billing,,text,"<span style=color:#000FDA>[billing_date4] (12) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_12,billing,,text,"Modifier(s) to [billing_procedure4_12]",,,,,,,,,,,,,
billing_modifier4_12a,billing,,text,"Modifier(s) to [billing_procedure4_12]",,,,,,,,,,,,,
billing_procedure4_13,billing,,text,"<span style=color:#000FDA>[billing_date4] (13) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_13,billing,,text,"Modifier(s) to [billing_procedure4_13]",,,,,,,,,,,,,
billing_modifier4_13a,billing,,text,"Modifier(s) to [billing_procedure4_13]",,,,,,,,,,,,,
billing_procedure4_14,billing,,text,"<span style=color:#000FDA>[billing_date4] (14) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_14,billing,,text,"Modifier(s) to [billing_procedure4_14]",,,,,,,,,,,,,
billing_modifier4_14a,billing,,text,"Modifier(s) to [billing_procedure4_14]",,,,,,,,,,,,,
billing_procedure4_15,billing,,text,"<span style=color:#000FDA>[billing_date4] (15) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier4_15,billing,,text,"Modifier(s) to [billing_procedure4_15]",,,,,,,,,,,,,
billing_modifier4_15a,billing,,text,"Modifier(s) to [billing_procedure4_15]",,,,,,,,,,,,,
billing_id_quant4,billing,,text,"How many times should <span style=color:#FDAA00>11046</span> be charged for [billing_date4]?",,,number,,,,"[billing_procedure4] = '11046' or [billing_procedure4_2] = '11046' or  [billing_procedure4_3] = '11046' or [billing_procedure4_4] = '11046' or [billing_procedure4_5] = '11046' or [billing_procedure4_6] = '11046' or [billing_procedure4_7] = '11046' or [billing_procedure4_8] = '11046' or [billing_procedure4_9] = '11046' or [billing_procedure4_10] = '11046' or [billing_procedure4_11] = '11046' or [billing_procedure4_12] = '11046' or [billing_procedure4_13] = '11046' or [billing_procedure4_14] = '11046' or [billing_procedure4_15] = '11046'",,,,,,
billing_id_quant4_2,billing,,text,"How many times should <span style=color:#FDAA00>11047</span> be charged for [billing_date4]?",,,number,,,,"[billing_procedure4] = '11047' or [billing_procedure4_2] = '11047' or  [billing_procedure4_3] = '11047' or [billing_procedure4_4] = '11047' or [billing_procedure4_5] = '11047' or [billing_procedure4_6] = '11047' or [billing_procedure4_7] = '11047' or [billing_procedure4_8] = '11047' or [billing_procedure4_9] = '11047' or [billing_procedure4_10] = '11047' or [billing_procedure4_11] = '11047' or [billing_procedure4_12] = '11047' or [billing_procedure4_13] = '11047' or [billing_procedure4_14] = '11047' or [billing_procedure4_15] = '11047'",,,,,,
billing_id_quant4_3,billing,,text,"How many times should <span style=color:#FDAA00>11045</span> be charged for [billing_date4]?",,,number,,,,"[billing_procedure4] = '11045' or [billing_procedure4_2] = '11045' or  [billing_procedure4_3] = '11045' or [billing_procedure4_4] = '11045' or [billing_procedure4_5] = '11045' or [billing_procedure4_6] = '11045' or [billing_procedure4_7] = '11045' or [billing_procedure4_8] = '11045' or [billing_procedure4_9] = '11045' or [billing_procedure4_10] = '11045' or [billing_procedure4_11] = '11045' or [billing_procedure4_12] = '11045' or [billing_procedure4_13] = '11045' or [billing_procedure4_14] = '11045' or [billing_procedure4_15] = '11045'",,,,,,
billing_dn4,billing,,text,"Dictation Number",,,number,,,,"[billing_date4] <> """"",,,,,,
billing_date_rec4,billing,,text,"<span style=color:#088A08>Date Received by Billing",,,date_ymd,,,,"[billing_date4] <> """"",,,,,,
billing_date_cod4,billing,,text,"<span style=color:#CC33FF>Date Completed by CODING</span>",,,date_ymd,,,,"[billing_date4] <> """"",,,,,,
billing_date_end4,billing,,text,"<span style=color:#DF013A>Date Finished by Billing",,,date_ymd,,,,"[billing_date4] <> """"",,,,,,
billing_notes4,billing,,notes,"Additional Notes",,,,,,,"[billing_date4] <> """"",,,,,,
break4,billing,,descriptive,"<span style=color:#DF013A> ======================================================================================== </span>",,,,,,,"[billing_date4] <> """"",,,,,,
billing_date5,billing,,text,"Date of Service (5)
<span style=color:#0FDA00>(BILL #5)",,,date_ymd,,,,"[billing_date4] <> """"",,,,,,
billing_fin5,billing,,text,"Hermann FIN ([record_id]-XXXX)",,"Last 4 numbers of the 12 digit MRN",number,,,,"[billing_date5] <> """"",y,,,,,
billing_admit5,billing,,text,"Admission Date",,,date_ymd,,,,"[billing_date5] <> """"",,,,,,
billing_consult5,billing,,radio,Consult,"1, ER | 2, Inpatient Consult | 3, Outpatient Consult | 4, Surgery",,,,,,"[billing_date5] <> """"",y,,,,,
eandm5,billing,,yesno,"Was this encounter an <span style=color:#FF0000>E&M</span>?",,,,,,,"[billing_date5] <> """" and [billing_consult5] <> '4'",,RH,,,,
billing_refer5,billing,,text,"Referring Physician",,,,,,,"[billing_consult5] = '3' or [billing_consult5] = '2' or [billing_consult5] = '1'",,,,,,
billing_surgeon5,billing,,dropdown,Surgeon,"1, Achor, Tim (MD) (8060 - Z99125) | 41, Amor, Courtney (MD) | 50, Borden, Tim (MD) | 2, Brinker, Mark (MD) | 3, Burgess, Andrew (MD) (8072 - Z99300) | 47, Camarillo, Randal (MD) | 4, Choo, Andrew (MD) (8069 - Z99874) | 5, Clyburn, Terry (MD) (8003 - B21909) | 45, Conrad, Ernest (MD) | 6, Crawford, Lindsay (MD) (8139 - Z99925) | 31, Dodwad, Shah (MD) | 62, Eastman, Jon (MD) | 58, English, D. Ian (MD) | 7, Fullick, Robert (MD) (8084 - Z99477) | 8, Gary, Josh (MD) (8079 - Z99385) | 49, Greaser, Michael (MD) | 53, Gregory, Bonnie (MD) | 9, Harvin, William (MD) (8129 - Z99842) | 32, Kellam, James (MD) | 10, Koepplinger, Matthew (MD) (8088 - I32133) | 54, Lador, Ran (MD) | 11, Levaro, Fernando (MD) | 12, Lowe, Walter (MD) (8061 - C18565) | 13, Mansour, Alfred (MD) | 39, Mansour, Ashton (MD) | 14, Marco, Rex (MD) (8032 - H23434) | 15, Martin, Stacey (MD) (8104 - Z99619) | 16, McGarvey, William (MD) (8007 - F92335) | 38, Meeks, Evan (MD) | 51, Mundluru, Surya (MD) | 17, Munz, John (MD) (8080 - Z99394) | 18, Prasarn, Mark (MD) (8081 - Z99428) | 19, Routt, Chip (MD) (8122 - A06385) | 40, Schroder, Steven (MD) | 48, Shaw, James (MD) | 33, Taylor, Ryan (MD) | 37, Tinubu, Jide (MD) | 36, Tissue, Camden (MD) | 60, Torres-Barre, Laura (MD) | 52, Traver, Jessica (MD) | 35, Warner, Stephen (MD) | 30, Woerner, Kyle (MD) | 46, Worsham, Jacob (MD) | 20, Younas, Shiraz (MD) (32673 - Z99120) | 57, Aldridge, Alexandra (PA) | 29, Bonner, Lee (PA) | 25, Brown, Tami (PA) (Choo/Harvin) | 21, Cockerham, Amy (PA) (Routt/Burgess) | 26, Ewton, Tiffany (PA) | 44, Gonzales, Joannah (PA) | 23, Hansen, Denise (Achor) (PA) | 24, Kelly, Jeana (PA) (Munz) | 22, Lively, Audrey (PA) (Gary) | 42, Lukose, Reeju (PA) | 56, Ruygrok, Bryan (PA) | 43, Pinkley, Allison (PA) | 61, Sabbara, Robert (NP) | 55, Sandifer, Heather (PA) | 28, Sirman, Kimberley (PA) | 59, Weir, Caroline (PA) | 27, Wong, See-Long (PA) | 34, Yazdani, Christina (PA)",,,,,,"[billing_date5] <> """"",y,,,,,
assistant5,billing,,dropdown,Assistant:,"8, Resident (MD) | 9, Fellow (MD) | 55, Borden, Tim (MD) | 43, Camarillo, Randall (MD) | 46, Conrad, Ernest (MD) | 57, Crawford, Lindsay (MD) | 72, Eastman, Jon (MD) | 68, English, D. Ian (MD) | 51, Greaser, Michael (MD) | 44, Harvin, William (MD) | 65, Lador, Ran (MD) | 53, Mansour, Alfred (MD) | 54, Mansour, Ashton (MD) | 52, McGarvey, William (MD) | 16, Meeks, Evan (MD) | 56, Mundluru, Surya (MD) | 50, Shaw, James (MD) | 10, Taylor, Ryan (MD) | 70, Torres-Barre, Laura (MD) | 58, Traver, Jessica (MD) | 47, Worsham, Jacob (MD) | 67, Aldridge, Alexandra (PA) | 60, Alexander, Marlon (PA) | 1, Amy (Routt/Burgess) | 7, Bonner, Lee (PA) | 49, Brady, Caitlin (PA) | 3, Denise (Achor) | 6, Ewton, Tiffany (PA) | 45, Gonzales, Joannah (PA) | 4, Jeana (Munz) | 5, Leonard, Tami (PA) | 2, Lively, Audrey (PA) | 12, Lukose, Reeju (PA) | 14, Lukose, Reeju (PA) | 63, Park, Briana (PA) | 62, Patrick, Kristina (NP) | 42, Pinkley, Allison (PA) | 59, Rodrigues, Lauren (PA) | 66, Ruygrok, Bryan (PA) | 71, Sabbara, Robert (NP) | 48, Salinas, Rure (PA) | 64, Sandifer, Heather (PA) | 11, Sirman, Kimberley (PA) | 61, Stekier, Stephanie (PA) | 69, Weir, Caroline (PA) | 13, Wong, See-Long (NP) | 34, Yazdani, Christina (PA) | 15, Young, Jeff (PA)",,,,,,"[billing_date5] <> """"",,,,,,
site5,billing,,radio,Site:,"1, Southwest | 2, Northwest | 3, MHH-Texas Medical Center | 4, Memorial City | 5, MHOSH | 6, TMC Surgery Center | 7, LBJ | 8, TIRR | 9, MHH-Sugarland | 10, Texas Children's | 11, MHH Children's | 12, MHH Katy | 13, MHH Southeast | 14, MHH Pearland | 15, MHH The Woodlands","Where did service(s) take place?",,,,,"[billing_date] <> """"",,LH,,,,
billingmatrix5,billing,,text,"<table class='inputmatrix' style='width:100%;'>
<tr>
<th></th>
<th>ICD-9 [billing_date5] -- #5</th>
<th>CPT</th>
<th>Surgeon Modifier</th>
<th>Assistant Modifier</th>
</tr>
<tr>
<th>1) </th>
<td>billing_diagnosis5</td>
<td>billing_procedure5</td>
<td>billing_modifier5</td>
<td>billing_modifier5a</td>
</tr>
<tr>
<th>2) </th>
<td>billing_diagnosis5_2</td>
<td>billing_procedure5_2</td>
<td>billing_modifier5_2</td>
<td>billing_modifier5_2a</td>
</tr>
<tr>
<th>3) </th>
<td>billing_diagnosis5_3</td>
<td>billing_procedure5_3</td>
<td>billing_modifier5_3</td>
<td>billing_modifier5_3a</td>
</tr>
<tr>
<th>4) </th>
<td>billing_diagnosis5_4</td>
<td>billing_procedure5_4</td>
<td>billing_modifier5_4</td>
<td>billing_modifier5_4a</td>
</tr>
<tr>
<th>5) </th>
<td>billing_diagnosis5_5</td>
<td>billing_procedure5_5</td>
<td>billing_modifier5_5</td>
<td>billing_modifier5_5a</td>
</tr>
<tr>
<th>6) </th>
<td>billing_diagnosis5_6</td>
<td>billing_procedure5_6</td>
<td>billing_modifier5_6</td>
<td>billing_modifier5_6a</td>
</tr>
<tr>
<th>7) </th>
<td>billing_diagnosis5_7</td>
<td>billing_procedure5_7</td>
<td>billing_modifier5_7</td>
<td>billing_modifier5_7a</td>
</tr>
<tr>
<th>8) </th>
<td>billing_diagnosis5_8</td>
<td>billing_procedure5_8</td>
<td>billing_modifier5_8</td>
<td>billing_modifier5_8a</td>
</tr>
<tr>
<th>9) </th>
<td>billing_diagnosis5_9</td>
<td>billing_procedure5_9</td>
<td>billing_modifier5_9</td>
<td>billing_modifier5_9a</td>
</tr>
<tr>
<th>10) </th>
<td>billing_diagnosis5_10</td>
<td>billing_procedure5_10</td>
<td>billing_modifier5_10</td>
<td>billing_modifier5_10a</td>
</tr>
<tr>
<th>11) </th>
<td>billing_diagnosis5_11</td>
<td>billing_procedure5_11</td>
<td>billing_modifier5_11</td>
<td>billing_modifier5_11a</td>
</tr>
<tr>
<th>12) </th>
<td>billing_diagnosis5_12</td>
<td>billing_procedure5_12</td>
<td>billing_modifier5_12</td>
<td>billing_modifier5_12a</td>
</tr>
<tr>
<th>13) </th>
<td>billing_diagnosis5_13</td>
<td>billing_procedure5_13</td>
<td>billing_modifier5_13</td>
<td>billing_modifier5_13a</td>
</tr>
<tr>
<th>14) </th>
<td>billing_diagnosis5_14</td>
<td>billing_procedure5_14</td>
<td>billing_modifier5_14</td>
<td>billing_modifier5_14a</td>
</tr>
<tr>
<th>15) </th>
<td>billing_diagnosis5_15</td>
<td>billing_procedure5_15</td>
<td>billing_modifier5_15</td>
<td>billing_modifier5_15a</td>
</tr>
</table>",,@INPUTMATRIX,,,,,"[billing_date5] <> """"",,,,,,
